,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs)
805,Mercedes-Benz GLS 400d 4MATIC,2021-11-01,Third Party insurance,Diesel,7,46001,First Owner,Automatic,2925.0,3258640000000.0,700.0,1.06
806,Maruti SX4 S Cross Alpha DDiS 200,2018-02-01,Comprehensive,Diesel,5,59710,First Owner,Manual,25.1,1248.0,885.0,7.8
807,Honda City VX,2020-03-01,Comprehensive,Petrol,5,40000,First Owner,Automatic,17.4,1497.0,1176.0,10.95
808,Mercedes-Benz M-Class ML 350,2015-05-01,Comprehensive,Diesel,5,76000,First Owner,Automatic,2987.0,1652243800.0,510.0,19.99
809,Volvo XC60 D5,2020-08-01,Comprehensive,Diesel,5,25000,Second Owner,Automatic,11.2,2400.0,215.0,52.0
810,Maruti Ritz,2014-06-01,Comprehensive,Petrol,5,48539,Second Owner,Manual,1197.0,8580.0,114.0,3.21
811,Honda City V,2015-09-01,Comprehensive,Petrol,5,65000,First Owner,Manual,16.8,1497.0,1163.0,6.25
812,Hyundai Grand i10,2014-05-01,Comprehensive,Petrol,5,86916,Second Owner,Manual,18.9,1197.0,82.0,3.68
813,Lexus RX 450h,2016-04-01,Comprehensive,Petrol,5,11000,First Owner,Automatic,18.8,3456.0,259.0,66.0
814,Tata Nexon 1.2 Revotron XZA Plus,2019-03-01,Comprehensive,Petrol,5,108662,First Owner,Automatic,17.0,1198.0,1085.0,7.12
815,BMW M2,2019-02-01,Comprehensive,Petrol,4,29000,First Owner,Automatic,10.63,2979.0,410.0,71.0
816,Hyundai Grand i10 1.2 Kappa,2018-09-01,Comprehensive,Petrol,5,63307,First Owner,Manual,18.9,1197.0,8186.0,5.44
817,Hyundai Tucson 2.0 e-VGT 4WD AT,2018-11-01,Comprehensive,Diesel,5,84000,First Owner,Automatic,16.38,1995.0,18246.0,15.9
818,Maruti Baleno 1.2,2016-07-01,Comprehensive,Petrol,5,101927,First Owner,Manual,21.4,1197.0,831.0,5.14
819,Mini 3 DOOR John Cooper Works,2017-11-01,Comprehensive,Petrol,4,31900,Second Owner,Automatic,16.47,1998.0,231.0,31.0
820,Mercedes-Benz E-Class E 200,2015-11-01,Comprehensive,Petrol,5,76000,First Owner,Automatic,12.0,1991.0,18103.0,23.9
821,Maruti Ciaz Alpha AT,2019-02-01,Comprehensive,Petrol,5,40775,Second Owner,Automatic,20.04,1462.0,10325.0,8.14
822,Mercedes-Benz S-Class S 350,2020-04-01,Third Party,Diesel,5,18346,First Owner,Automatic,13.5,2925.0,28161.0,97.0
823,Mercedes-Benz GLS 400d 4MATIC,2021-11-01,Third Party insurance,Diesel,7,46001,First Owner,Automatic,2925.0,3258640000000.0,700.0,1.06
824,Maruti SX4 S Cross Alpha DDiS 200,2018-02-01,Comprehensive,Diesel,5,59710,First Owner,Manual,25.1,1248.0,885.0,7.8
825,Honda City VX,2020-03-01,Comprehensive,Petrol,5,40000,First Owner,Automatic,17.4,1497.0,1176.0,10.95
826,Mercedes-Benz M-Class ML 350,2015-05-01,Comprehensive,Diesel,5,76000,First Owner,Automatic,2987.0,1652243800.0,510.0,19.99
827,Audi Q7 Technology,2022-08-01,Comprehensive,Petrol,7,8000,First Owner,Automatic,11.21,2995.0,33525.0,87.0
828,Honda WR-V i-VTEC,2019-04-01,Comprehensive,Petrol,5,67606,First Owner,Manual,17.5,1199.0,887.0,6.82
829,Audi Q3 35 TDI Quattro Premium,2016-09-01,Third Party insurance,Diesel,5,72135,Second Owner,Automatic,15.73,1968.0,17433.0,15.75
830,Hyundai i20 Asta,2015-07-01,Comprehensive,Petrol,5,96658,First Owner,Manual,18.6,1197.0,8183.0,5.1
831,Audi A4 30 TFSI Premium,2017-11-01,Zero Dep,Petrol,5,29000,First Owner,Automatic,17.84,1395.0,14751.0,27.25
832,Audi Q7 45 TDI Quattro,2017-05-01,Comprehensive,Diesel,7,76000,Second Owner,Automatic,14.75,2967.0,245.0,45.0
833,Maruti Ciaz 1.4 AT,2017-12-01,Comprehensive,Petrol,5,26750,First Owner,Automatic,19.12,1373.0,911.0,8.62
834,Mercedes-Benz S-Class S 350,2009-03-01,Not Available,Petrol,5,92762,Fifth Owner,Automatic,10.13,3498.0,3649.0,8.25
835,Jaguar XF 2.0 Diesel,2018-07-01,Comprehensive,Diesel,5,14000,First Owner,Automatic,19.33,1999.0,177.0,35.5
836,Nissan Micra Active XV,2018-08-01,Comprehensive,Petrol,5,43293,First Owner,Manual,19.49,1198.0,6704.0,4.12
837,Honda City 1.5 V MT,2017-08-01,Comprehensive,Petrol,5,102786,First Owner,Manual,17.0,1497.0,1186600.0,5.95
838,Nissan Micra Active XV,2015-12-01,Comprehensive,Petrol,5,98751,First Owner,Manual,19.49,1198.0,6704.0,2.98
839,Jeep Grand Cherokee Summit,2017-07-01,Comprehensive,Diesel,5,53000,First Owner,Automatic,12.8,2998.0,2396.0,34.9
840,BMW 3 Series,2017-05-01,Zero Dep,Diesel,5,54776,Second Owner,Automatic,22.69,1995.0,190.0,18.9
841,Maruti Ciaz 1.3,2018-06-01,Comprehensive,Diesel,5,59870,First Owner,Manual,28.09,1248.0,885.0,7.27
842,Hyundai Grand i10 1.2 Kappa Magna,2013-09-01,Comprehensive,Petrol,5,50000,Second Owner,Manual,18.9,1197.0,8186.0,3.95
843,Mercedes-Benz G G,2021-04-01,Comprehensive,Diesel,5,38000,First Owner,Automatic,8.13,2925.0,28161.0,2.45
844,Maruti Ritz,2013-01-01,Comprehensive,Petrol,5,80330,First Owner,Manual,1197.0,8580.0,114.0,2.93
845,Honda City V,2015-11-01,Third Party insurance,Petrol,5,94000,First Owner,Manual,16.8,1497.0,1163.0,6.25
846,Land Rover Discovery Sport TD4,2018-11-01,Zero Dep,Diesel,7,37800,First Owner,Automatic,12.83,1999.0,14831.0,37.9
847,Audi Q7 Technology,2022-08-01,Comprehensive,Petrol,7,8000,First Owner,Automatic,11.21,2995.0,33525.0,87.0
848,Honda WR-V i-VTEC,2019-04-01,Comprehensive,Petrol,5,67606,First Owner,Manual,17.5,1199.0,887.0,6.82
849,Audi Q3 35 TDI Quattro Premium,2016-09-01,Third Party insurance,Diesel,5,72135,Second Owner,Automatic,15.73,1968.0,17433.0,15.75
850,Hyundai i20 Asta,2015-07-01,Comprehensive,Petrol,5,96658,First Owner,Manual,18.6,1197.0,8183.0,5.1
851,Audi A4 30 TFSI Premium,2017-11-01,Zero Dep,Petrol,5,29000,First Owner,Automatic,17.84,1395.0,14751.0,27.25
852,Audi Q7 45 TDI Quattro,2017-05-01,Comprehensive,Diesel,7,76000,Second Owner,Automatic,14.75,2967.0,245.0,45.0
853,Maruti Ciaz 1.4 AT,2017-12-01,Comprehensive,Petrol,5,26750,First Owner,Automatic,19.12,1373.0,911.0,8.62
854,Mercedes-Benz S-Class S 350,2009-03-01,Not Available,Petrol,5,92762,Fifth Owner,Automatic,10.13,3498.0,3649.0,8.25
855,Jaguar XF 2.0 Diesel,2018-07-01,Comprehensive,Diesel,5,14000,First Owner,Automatic,19.33,1999.0,177.0,35.5
856,Nissan Micra Active XV,2018-08-01,Comprehensive,Petrol,5,43293,First Owner,Manual,19.49,1198.0,6704.0,4.12
857,Honda City 1.5 V MT,2017-08-01,Comprehensive,Petrol,5,102786,First Owner,Manual,17.0,1497.0,1186600.0,5.95
858,Nissan Micra Active XV,2015-12-01,Comprehensive,Petrol,5,98751,First Owner,Manual,19.49,1198.0,6704.0,2.98
859,Jeep Grand Cherokee Summit,2017-07-01,Comprehensive,Diesel,5,53000,First Owner,Automatic,12.8,2998.0,2396.0,34.9
860,BMW 3 Series,2017-05-01,Zero Dep,Diesel,5,54776,Second Owner,Automatic,22.69,1995.0,190.0,18.9
861,Maruti Ciaz 1.3,2018-06-01,Comprehensive,Diesel,5,59870,First Owner,Manual,28.09,1248.0,885.0,7.27
862,Hyundai Grand i10 1.2 Kappa Magna,2013-09-01,Comprehensive,Petrol,5,50000,Second Owner,Manual,18.9,1197.0,8186.0,3.95
863,Mercedes-Benz G G,2021-04-01,Comprehensive,Diesel,5,38000,First Owner,Automatic,8.13,2925.0,28161.0,2.45
864,Maruti Ritz,2013-01-01,Comprehensive,Petrol,5,80330,First Owner,Manual,1197.0,8580.0,114.0,2.93
865,Honda City V,2015-11-01,Third Party insurance,Petrol,5,94000,First Owner,Manual,16.8,1497.0,1163.0,6.25
866,Land Rover Discovery Sport TD4,2018-11-01,Zero Dep,Diesel,7,37800,First Owner,Automatic,12.83,1999.0,14831.0,37.9
867,Audi Q7 45 TDI Quattro Premium,2019-07-01,Third Party insurance,Diesel,7,25000,First Owner,Automatic,14.75,2967.0,245.0,65.5
868,Tata Harrier XZ,2019-06-01,Comprehensive,Diesel,5,29294,First Owner,Manual,16.35,1956.0,16767.0,13.65
869,Kia Seltos HTX IVT,2023-04-01,Comprehensive,Petrol,5,6800,First Owner,Automatic,16.8,1497.0,11342.0,16.95
870,Ford Figo Titanium,2020-01-01,Comprehensive,Petrol,5,16847,First Owner,Manual,20.4,1194.0,9493.0,5.94
871,Mercedes-Benz CLA Urban Sport,2017-07-01,Comprehensive,Diesel,5,70000,Third Owner,Automatic,17.9,2143.0,1341.0,17.5
872,Audi Q5 Technology,2022-10-01,Third Party insurance,Petrol,5,25500,First Owner,Automatic,13.47,1984.0,24559.0,55.8
873,Renault Duster 110PS Diesel RxZ,2018-06-01,Comprehensive,Diesel,5,65865,First Owner,Automatic,19.6,1461.0,10845.0,7.99
874,Audi A6 45 TFSI Technology,2021-07-01,Comprehensive,Petrol,5,1000,First Owner,Automatic,14.11,1984.0,2413.0,55.9
875,Volvo XC60 D4,2018-11-01,Comprehensive,Diesel,5,60000,Second Owner,Automatic,14.7,1984.0,181.0,38.0
876,Tata Nexon XZ Plus Diesel,2020-01-01,Comprehensive,Diesel,5,54000,First Owner,Manual,21.19,1497.0,10849.0,9.99
877,BMW 3 Series M340i,2022-07-01,Comprehensive,Petrol,5,5500,First Owner,Automatic,13.02,2998.0,36878.0,72.0
878,Honda Jazz ZX,2021-11-01,Comprehensive,Petrol,5,20866,Second Owner,Automatic,17.1,1199.0,8850.0,8.14
879,Maruti Baleno Alpha AMT,2023-04-01,Comprehensive,Petrol,5,5000,First Owner,Automatic,22.94,1197.0,8850.0,9.85
880,Maruti Swift,2010-07-01,Comprehensive,Petrol,5,130363,First Owner,Manual,18.6,1197.0,858.0,1.3
881,Mahindra Marazzo,2018-10-01,Comprehensive,Diesel,7,73937,First Owner,Manual,17.3,1497.0,121.0,8.99
882,Hyundai Creta 1.4 E Plus,2017-09-01,Comprehensive,Diesel,5,40000,First Owner,Manual,1396.0,887.0,2197.0,7.99
883,Mercedes-Benz GLE,2020-10-01,Comprehensive,Diesel,5,15000,Second Owner,Automatic,1950.0,24138.0,500.0,74.5
884,Nissan Micra Active XV,2018-08-01,Comprehensive,Petrol,5,42014,First Owner,Manual,19.49,1198.0,6704.0,4.25
885,MG Hector Sharp,2021-01-01,Comprehensive,Petrol,5,34000,First Owner,Automatic,13.96,1451.0,141.0,16.4
886,Maruti Vitara Brezza ZDi Plus,2018-03-01,Third Party insurance,Diesel,5,73000,First Owner,Automatic,24.3,1248.0,885.0,7.0
887,Maruti SX4 S Cross Zeta DDiS 200,2019-10-01,Comprehensive,Diesel,5,59841,First Owner,Manual,25.1,1248.0,885.0,8.74
888,Kia Seltos HTX IVT,2021-11-01,Zero Dep,Petrol,5,37000,First Owner,Automatic,16.8,1497.0,11342.0,15.25
889,Toyota Etios Liva,2012-07-01,Comprehensive,Petrol,5,81949,First Owner,Manual,17.71,1197.0,789.0,2.92
890,Hyundai i10,2017-11-01,Comprehensive,Petrol,5,50000,First Owner,Manual,1197.0,789.0,1117.0,4.25
891,Honda City ZX,2020-01-01,Comprehensive,Petrol,5,34769,First Owner,Automatic,18.3,1498.0,11935.0,13.08
892,Maruti Swift,2015-12-01,Comprehensive,Petrol,5,79656,First Owner,Manual,1197.0,8180.0,113.0,3.1
893,Mercedes-Benz C-Class Progressive C,2019-05-01,Third Party insurance,Diesel,5,55000,First Owner,Automatic,12.6,1950.0,194.0,34.75
894,Hyundai i20 Asta Option,2016-01-01,Comprehensive,Petrol,5,84310,First Owner,Manual,18.6,1197.0,8183.0,5.64
895,Hyundai Grand i10 1.2 Kappa Sportz,2018-09-01,Comprehensive,Petrol,5,23000,First Owner,Manual,18.9,1197.0,8186.0,5.15
896,Nissan Micra Active XV,2016-04-01,Comprehensive,Petrol,5,79362,First Owner,Manual,19.49,1198.0,6704.0,3.42
897,BMW X4 M Sport X,2019-07-01,Comprehensive,Diesel,5,18000,Second Owner,Automatic,16.55,1995.0,18774.0,49.5
898,Maruti Ritz,2013-11-01,Comprehensive,Petrol,5,102511,First Owner,Manual,1197.0,8580.0,114.0,2.49
899,Maruti Ertiga CNG,2018-07-01,Comprehensive,CNG,7,70000,First Owner,Manual,26.08,1462.0,9119.0,7.65
900,Mercedes-Benz GLS 350d,2017-07-01,Comprehensive,Diesel,7,80000,Second Owner,Automatic,11.0,2987.0,258.0,48.5
901,Hyundai Grand i10,2015-05-01,Comprehensive,Petrol,5,105446,First Owner,Manual,18.9,1197.0,82.0,3.75
902,Maruti Baleno 1.2,2015-11-01,Comprehensive,Petrol,5,54000,First Owner,Manual,21.4,1197.0,831.0,4.25
903,Hyundai i10,2013-03-01,Comprehensive,Petrol,5,75865,First Owner,Manual,1086.0,6805.0,9904.0,2.65
904,Kia Seltos HTK Plus,2020-08-01,Third Party insurance,Petrol,5,64690,First Owner,Manual,16.8,1497.0,11343.0,10.0
905,Hyundai Venue SX,2022-06-01,Third Party,Petrol,5,5103,First Owner,Manual,1197.0,8180.0,1138.0,10.85
906,Tata Nano CNG,2015-09-01,Third Party,CNG,4,52000,Second Owner,Manual,624.0,3748.0,51.0,1.5
907,Mahindra KUV 100 mFALCON G80,2018-03-01,Comprehensive,Petrol,6,18706,First Owner,Manual,1198.0,82.0,115.0,4.24
908,Hyundai Xcent 1.2 Kappa,2016-02-01,Third Party,Petrol,5,43687,First Owner,Manual,19.1,1197.0,82.0,5.2
909,Hyundai Venue SX Plus Turbo DCT,2019-06-01,Third Party insurance,Petrol,5,51000,First Owner,Automatic,18.15,998.0,11835.0,9.75
910,Honda City V,2012-06-01,Third Party insurance,Petrol,5,60758,Second Owner,Manual,16.8,1497.0,1163.0,4.4
911,Hyundai Venue SX Opt Diesel,2020-06-01,Third Party insurance,Diesel,5,42000,First Owner,Manual,23.7,1396.0,887.0,10.5
912,Maruti Vitara Brezza ZDi Plus Dual,2016-05-01,Third Party insurance,Diesel,5,42261,First Owner,Manual,24.3,1248.0,885.0,8.85
913,Hyundai Grand i10,2015-06-01,Comprehensive,Petrol,5,75499,First Owner,Manual,1197.0,82.0,114.0,4.56
914,Hyundai Grand i10,2015-11-01,Third Party,Petrol,5,87109,Second Owner,Manual,1197.0,82.0,114.0,4.59
915,Mahindra TUV 300,2019-06-01,Comprehensive,Diesel,7,69000,First Owner,Manual,18.49,1493.0,100.0,8.5
916,Volkswagen Ameo 1.5 TDI Highline,2017-11-01,Comprehensive,Diesel,5,109000,First Owner,Automatic,22.0,1498.0,108495.0,6.25
917,Hyundai Elantra 1.6 SX Option,2018-05-01,Comprehensive,Diesel,5,90001,First Owner,Automatic,18.23,1582.0,1262.0,10.75
918,Skoda Kushaq 1.5 TSI Style,2022-04-01,Third Party,Petrol,5,13000,First Owner,Automatic,18.89,1498.0,14751.0,16.5
919,Volkswagen Polo Diesel Comfortline,2011-11-01,Comprehensive,Diesel,5,60000,Second Owner,Manual,22.07,1199.0,739.0,2.4
920,Hyundai Accent,2010-11-01,Comprehensive,Petrol,5,75000,First Owner,Manual,1495.0,94.0,125.0,1.9
921,Maruti XL6 Alpha,2019-11-01,Comprehensive,Petrol,6,76000,First Owner,Automatic,17.99,1462.0,1032.0,9.25
922,Maruti Ertiga,2014-06-01,Third Party insurance,Diesel,7,82000,First Owner,Manual,20.77,1248.0,8876.0,6.5
923,Maruti Vitara Brezza ZDi Plus Dual,2016-05-01,Third Party insurance,Diesel,5,42261,First Owner,Manual,24.3,1248.0,885.0,8.85
924,Hyundai Grand i10,2015-11-01,Third Party,Petrol,5,87109,Second Owner,Manual,1197.0,82.0,114.0,4.59
925,Maruti Ertiga,2014-06-01,Third Party insurance,Diesel,7,82000,First Owner,Manual,20.77,1248.0,8876.0,6.5
926,Hyundai EON Era,2016-05-01,Third Party insurance,Petrol,5,47057,First Owner,Manual,814.0,552.0,745.0,3.17
927,Hyundai Verna VTVT 1.6,2019-06-01,Zero Dep,Petrol,5,123715,First Owner,Manual,17.0,1591.0,1213.0,7.7
928,Tata Tiago XT,2021-01-01,Third Party,Petrol,5,36522,First Owner,Manual,19.01,1199.0,8482.0,5.44
929,Volkswagen Vento 1.6,2016-06-01,Third Party insurance,Petrol,5,63000,First Owner,Manual,16.09,1598.0,1032.0,5.8
930,Volkswagen Polo 1.0 MPI,2018-08-01,Comprehensive,Petrol,5,23285,First Owner,Manual,17.74,999.0,7510.0,5.73
931,Hyundai Grand i10 Nios,2021-06-01,Zero Dep,Petrol,5,14596,Second Owner,Manual,20.7,1197.0,8186.0,6.41
932,Mercedes-Benz C-Class 220 CDI,2013-03-01,Comprehensive,Diesel,5,48401,First Owner,Automatic,14.84,2143.0,170.0,12.0
933,Maruti Baleno,2021-08-01,Zero Dep,Petrol,5,34377,First Owner,Manual,21.01,1197.0,8180.0,7.57
934,Mercedes-Benz M-Class ML 350,2011-05-01,Third Party insurance,Diesel,5,127000,Third Owner,Automatic,11.74,2987.0,2548.0,11.0
935,Mercedes-Benz E-Class Exclusive E 220 d,2018-11-01,Comprehensive,Diesel,5,70000,First Owner,Automatic,16.1,1950.0,1917.0,39.95
936,Ford Ecosport 1.5 Diesel Titanium,2017-05-01,Comprehensive,Diesel,5,65000,First Owner,Manual,21.7,1498.0,9896.0,7.25
937,Jeep Compass 2.0 Limited,2020-07-01,Comprehensive,Diesel,5,80000,First Owner,Manual,17.1,1956.0,17063.0,16.5
938,Honda Mobilio S,2014-11-01,Comprehensive,Diesel,7,89000,First Owner,Manual,24.2,1498.0,986.0,5.5
939,Ford Ecosport 1.5 Diesel Titanium,2018-10-01,Comprehensive,Diesel,5,90000,First Owner,Manual,21.7,1498.0,9896.0,7.75
940,Volkswagen Vento 1.5 TDI Highline,2017-11-01,Comprehensive,Diesel,5,109000,First Owner,Automatic,22.15,1498.0,1086.0,7.25
941,Mahindra XUV300 W8 AMT Optional Diesel,2021-06-01,Zero Dep,Diesel,5,66302,First Owner,Automatic,19.7,1497.0,11505.0,11.24
942,Maruti Swift Dzire,2012-04-01,Third Party insurance,Petrol,5,79247,First Owner,Manual,22.41,1197.0,8850.0,4.1
943,Mini Cooper Clubman Cooper,2017-02-01,Comprehensive,Petrol,5,46000,First Owner,Automatic,13.79,1998.0,192.0,33.0
944,Maruti Baleno 1.3,2017-01-01,Third Party,Diesel,5,82051,First Owner,Manual,27.39,1248.0,74.0,6.07
945,Maruti Swift ZXI,2021-07-01,Third Party insurance,Petrol,5,31655,First Owner,Manual,22.38,1197.0,8850.0,7.75
946,Hyundai Grand i10,2017-05-01,Comprehensive,Petrol,5,16000,First Owner,Manual,18.9,1197.0,8186.0,5.75
947,Honda WR-V i-DTEC,2019-07-01,Zero Dep,Diesel,5,59965,First Owner,Manual,25.5,1498.0,986.0,7.61
948,Hyundai i20,2009-11-01,Third Party insurance,Petrol,5,60000,Third Owner,Manual,17.0,1197.0,805200.0,1.75
949,Maruti Baleno 1.2,2017-05-01,Zero Dep,Petrol,5,103209,First Owner,Manual,21.4,1197.0,831.0,5.02
950,Maruti Baleno 1.2,2017-07-01,Third Party insurance,Petrol,5,29497,First Owner,Manual,21.4,1197.0,831.0,5.59
951,Hyundai i10,2012-11-01,Comprehensive,Petrol,5,51000,First Owner,Manual,1197.0,789.0,1117.0,2.9
952,Hyundai Grand i10 Nios AMT,2020-10-01,Third Party,Petrol,5,22849,First Owner,Automatic,20.7,1197.0,8186.0,6.83
953,Hyundai i20 1.4,2018-06-01,Third Party insurance,Diesel,5,66000,First Owner,Manual,22.54,1396.0,8873.0,5.75
954,BMW X1 xDrive 20d,2019-09-01,Third Party insurance,Diesel,5,43000,First Owner,Automatic,20.68,1995.0,190.0,29.5
955,Maruti Vitara Brezza,2019-12-01,Comprehensive,Diesel,5,68000,First Owner,Manual,24.3,1248.0,885.0,7.5
956,Mercedes-Benz GLC 220d 4MATIC,2018-08-01,Comprehensive,Diesel,5,61000,First Owner,Automatic,17.9,2143.0,170.0,37.5
957,Maruti Ciaz,2018-11-01,Comprehensive,Petrol,5,35000,First Owner,Manual,20.65,1462.0,10325.0,6.8
958,Maruti Baleno Zeta,2019-11-01,Comprehensive,Petrol,5,47000,First Owner,Automatic,19.56,1197.0,8180.0,6.75
959,Maruti Vitara Brezza ZDi,2019-04-01,Third Party insurance,Diesel,5,54000,First Owner,Manual,24.3,1248.0,885.0,8.75
960,Honda City i VTEC CVT,2015-01-01,Zero Dep,Petrol,5,72000,First Owner,Automatic,18.0,1497.0,1173.0,6.15
961,Maruti Alto 800,2017-06-01,Third Party insurance,Petrol,5,62039,First Owner,Manual,796.0,4733.0,69.0,3.02
962,Maruti Baleno,2020-12-01,Comprehensive,Petrol,5,23428,First Owner,Manual,21.01,1197.0,8180.0,7.14
963,Maruti SX4 S Cross Zeta DDiS 200,2017-10-01,Comprehensive,Diesel,5,53000,First Owner,Manual,25.1,1248.0,885.0,7.95
964,Honda City V,2012-07-01,Comprehensive,Petrol,5,47925,First Owner,Manual,16.8,1497.0,1163.0,4.53
965,Hyundai Grand i10,2015-07-01,Third Party insurance,Petrol,5,59011,First Owner,Manual,1197.0,82.0,114.0,4.26
966,Mahindra Alturas G4 4X2,2019-07-01,Comprehensive,Diesel,7,121281,First Owner,Automatic,12.35,2157.0,17849.0,17.51
967,Hyundai Grand i10 1.2 Kappa Sportz,2019-06-01,Third Party,Petrol,5,63238,First Owner,Manual,18.9,1197.0,8186.0,5.15
968,Honda City i VTEC CVT,2014-01-01,Third Party insurance,Petrol,5,51376,First Owner,Automatic,18.0,1497.0,1173.0,6.0
969,Hyundai i10 Magna,2013-06-01,Comprehensive,Petrol,5,51196,First Owner,Manual,1086.0,6805.0,9904.0,3.19
970,Hyundai Grand i10 1.2 Kappa Sportz Option,2018-09-01,Third Party insurance,Petrol,5,35898,Second Owner,Automatic,18.9,1197.0,8186.0,5.43
971,BMW 5 Series 520d Sport,2018-05-01,Comprehensive,Diesel,5,40000,Second Owner,Automatic,22.48,1995.0,18774.0,34.5
972,Maruti Ignis 1.2 Delta,2018-08-01,Comprehensive,Petrol,5,19876,First Owner,Manual,20.89,1197.0,8180.0,4.92
973,Maruti Swift,2012-11-01,Comprehensive,Diesel,5,68000,First Owner,Manual,22.9,1248.0,74.0,4.1
974,Honda Amaze S,2016-01-01,Comprehensive,Petrol,5,40451,First Owner,Manual,18.6,1199.0,8876.0,5.25
975,Honda City i VTEC,2014-07-01,Third Party insurance,Petrol,5,60000,Second Owner,Manual,17.4,1497.0,1173.0,5.55
976,Audi A6 2.0 TDI Premium,2013-06-01,Comprehensive,Diesel,5,69000,First Owner,Automatic,17.68,1968.0,17433.0,14.5
977,Maruti Baleno,2018-10-01,Comprehensive,Petrol,5,98000,First Owner,Manual,21.01,1197.0,8180.0,6.0
978,Hyundai Venue SX Plus Turbo,2020-03-01,Zero Dep,Petrol,5,790000,First Owner,Automatic,18.15,998.0,11835.0,9.75
979,Honda Jazz VX,2019-04-01,Zero Dep,Petrol,5,55000,First Owner,Automatic,18.2,1199.0,887.0,7.5
980,Toyota Etios,2015-04-01,Zero Dep,Diesel,5,104000,First Owner,Manual,23.59,1364.0,6705.0,5.25
981,Maruti Alto 800 VXI,2019-11-01,Zero Dep,Petrol,5,57647,First Owner,Manual,24.7,796.0,473.0,3.52
982,Hyundai Grand i10 1.2 Kappa Magna,2017-10-01,Third Party insurance,Petrol,5,76125,Second Owner,Manual,18.9,1197.0,8186.0,4.4
983,Maruti Swift Dzire,2017-12-01,Third Party,Diesel,5,94857,First Owner,Manual,28.4,1248.0,7402.0,6.06
984,Honda Amaze S,2016-04-01,Comprehensive,Petrol,5,51499,First Owner,Manual,18.0,1198.0,867.0,4.96
985,Mahindra XUV700 AX5 7 Str Diesel,2023-02-01,Comprehensive,Diesel,7,22468,First Owner,Automatic,2198.0,18238.0,450.0,22.0
986,Maruti Celerio,2016-08-01,Zero Dep,Petrol,5,123186,First Owner,Manual,25.24,998.0,6571.0,3.68
987,Maruti Wagon R VXI,2021-08-01,Comprehensive,Petrol,5,20000,First Owner,Automatic,21.79,998.0,6705.0,6.1
988,Hyundai i20 Asta,2015-01-01,Zero Dep,Petrol,5,74661,First Owner,Manual,18.6,1197.0,8183.0,5.45
989,Maruti Swift,2012-07-01,Comprehensive,Diesel,5,50018,First Owner,Manual,22.9,1248.0,74.0,4.2
990,Hyundai i20 1.2,2019-11-01,Third Party,Petrol,5,38000,First Owner,Manual,18.6,1197.0,8183.0,5.6
991,Maruti Baleno,2021-07-01,Zero Dep,Petrol,5,11971,First Owner,Manual,21.01,1197.0,8180.0,7.55
992,Hyundai i20 Asta,2014-05-01,Comprehensive,Petrol,5,64000,First Owner,Manual,18.6,1197.0,8183.0,5.5
993,Maruti Baleno 1.2,2017-11-01,Comprehensive,Petrol,5,37000,First Owner,Manual,1197.0,831.0,115.0,5.05
994,Hyundai i20 Asta 1.4,2015-11-01,Comprehensive,Diesel,5,92000,First Owner,Manual,22.54,1396.0,8873.0,5.95
995,Maruti Alto K10,2019-11-01,Comprehensive,Petrol,5,70000,Second Owner,Manual,23.95,998.0,6705.0,3.4
996,Maruti Vitara Brezza,2021-11-01,Comprehensive,Petrol,5,83000,First Owner,Manual,17.03,1462.0,10326.0,7.95
997,Maruti Wagon R,2020-11-01,Comprehensive,Petrol,5,32000,First Owner,Manual,998.0,6705.0,90.0,5.1
998,Maruti Baleno Alpha,2018-11-01,Comprehensive,Diesel,5,88000,Second Owner,Manual,27.39,1248.0,74.0,5.9
999,Maruti Swift Dzire,2012-11-01,Third Party insurance,Petrol,5,105885,First Owner,Manual,1197.0,8850.0,113.0,3.27
1000,Honda WR-V i-DTEC,2017-06-01,Zero Dep,Diesel,5,93774,First Owner,Manual,25.5,1498.0,986.0,7.15
1001,Mercedes-Benz C-Class Progressive C,2020-01-01,Third Party insurance,Diesel,5,44000,First Owner,Automatic,12.6,1950.0,194.0,39.5
1002,Hyundai Grand i10,2016-12-01,Third Party,Petrol,5,86981,First Owner,Manual,1197.0,82.0,114.0,4.21
1003,Maruti Baleno 1.2,2019-01-01,Zero Dep,Petrol,5,48728,First Owner,Manual,21.4,1197.0,831.0,6.66
1004,Hyundai Verna 1.6 SX,2013-11-01,Comprehensive,Petrol,5,87001,First Owner,Manual,17.01,1591.0,1213.0,4.65
1005,Maruti Wagon R VXI BS,2016-04-01,Third Party,Petrol,5,50595,First Owner,Manual,20.51,998.0,6704.0,4.11
1006,Honda Jazz V,2021-03-01,Comprehensive,Petrol,5,31000,First Owner,Automatic,17.1,1199.0,8850.0,8.5
1007,Hyundai Grand i10,2015-09-01,Third Party,Petrol,5,103012,First Owner,Manual,1197.0,82.0,114.0,4.14
1008,Maruti Swift,2013-01-01,Third Party,Petrol,5,108929,First Owner,Manual,22.38,1197.0,8850.0,3.84
1009,Honda BR-V i-VTEC V,2016-09-01,Third Party insurance,Petrol,7,57000,First Owner,Automatic,15.4,1497.0,1173.0,7.95
1010,Honda Brio 1.2 S Option,2018-07-01,Comprehensive,Petrol,5,56387,First Owner,Manual,18.5,1198.0,868.0,4.3
